ST_Product_Name	PMS_Location	 EOT_Upside 
Technology	SYNSYN	0.011933002
Technology	SYNXCH	0.011933002
Technology	SYNXPS	0.011933002
Technology	SYNXRE	0.011933002
Technology	SU3SEC	0.011933002
Technology	SUYSEC	0.011933002
Technology	EC4SEC	0.044616105
Technology	T4DSEC	0.044616105
Technology	T5ESEC	0.044616105
Technology	TCDSEC	0.044616105
Technology	TCTSEC	0.044616105
Technology	TECCSZ	0.044616105
Technology	TECDAT	0.044616105
Technology	TECHCV	0.044616105
Technology	TECHSY	0.044616105
Technology	TECSYN	0.044616105
Technology	TSELCT	0.044616105
Technology	TSELCV	0.044616105
Technology	E51CSZ	0.044616105
Technology	T62CSZ	0.044616105
Technology	T83CSZ	0.044616105
Technology	TY1SEC	0.044616105
Technology	T4XSEC	0.011933002
Technology	T5XSEC	0.011933002
Technology	T88SEC	0.011933002
Technology	TEKTRX	0.011933002
Technology	TQ8SEC	0.011933002
Technology	TROCSZ	0.011933002
Technology	TRONIX	0.011933002
Technology	TROSYN	0.011933002
Technology	TRXSEC	0.011933002
Technology	TX4SEC	0.011933002
Technology	T58CSZ	0.011933002
Technology	A80CSZ	0.011933002
Technology	TC1SEC	0.011933002
Technology	TY2SEC	0.011933002
Technology	TELEC	0.044616105
Technology	ALLTEL	0.044616105
Technology	GEITS	0.044616105
Technology	GMIOC	0.044616105
Technology	GMSBT	0.044616105
Technology	GSIOC	0.044616105
Technology	GSSBT	0.044616105
Technology	LOANIQ	0.044616105
Technology	LQXMIS	0.044616105
Technology	MCI	0.044616105
Technology	MI1CSZ	0.044616105
Technology	MITEL	0.044616105
Technology	MITELD	0.044616105
Technology	MITELI	0.044616105
Technology	MMCI	0.044616105
Technology	MNSBT	0.044616105
Technology	MSBT	0.044616105
Technology	MSBTFS	0.044616105
Technology	MSWBFS	0.044616105
Technology	NETVE	0.044616105
Technology	RSLLER	0.044616105
Technology	SMCI	0.044616105
Technology	SSBT	0.044616105
Technology	SSWBFS	0.044616105
Technology	XALLTL	0.044616105
Technology	XMMCI	0.044616105
Technology	XMSBT	0.044616105
Technology	XSIOC	0.044616105
Technology	XSMCI	0.044616105
Technology	XSSBT	0.044616105
Technology	MC6SEC	0.044616105
Technology	MQ3SEC	0.044616105
Technology	RQ2SEC	0.044616105
Technology	TI7SEC	0.011933002
Technology	PCFLOW	0.044616105
Technology	TSHTEL	0.044616105
Technology	VARRES	0.044616105
Technology	PCFBUY	0.044616105
Technology	AS7SEC	0.011933002
Technology	AS8SEC	0.011933002
Technology	ASPSEC	0.011933002
Technology	DTCSEC	0.011933002
Technology	E5CSEC	0.011933002
Technology	EC7SEC	0.011933002
Technology	EC8SEC	0.011933002
Technology	EM2SEC	0.011933002
Technology	EM8SEC	0.011933002
Technology	EMCSEC	0.011933002
Technology	ER2SEC	0.011933002
Technology	N5RSEC	0.011933002
Technology	N6CSEC	0.011933002
Technology	NC3SEC	0.011933002
Technology	NC4SEC	0.011933002
Technology	NC7SEC	0.011933002
Technology	NC8SEC	0.011933002
Technology	NR4SEC	0.011933002
Technology	NR8SEC	0.011933002
Technology	NRCSEC	0.011933002
Technology	NRSEC	0.011933002
Technology	SP7SEC	0.011933002
Technology	A17CSZ	0.011933002
Technology	E50CSZ	0.011933002
Technology	N82CSZ	0.011933002
Technology	N83CSZ	0.011933002
Technology	VDOJET	0.044616105
Technology	VIDCSZ	0.044616105
Technology	VC1SEC	0.044616105
Technology	VY7SEC	0.044616105
Technology	SUNGLBPORT	0.032435487
Technology	GC9CSZ	0.011933002
Technology	IB2CSZ	0.011933002
Technology	IB3CSZ	0.011933002
Technology	IB5CSZ	0.011933002
Technology	IBCCSZ	0.011933002
Technology	IBFCSZ	0.011933002
Technology	IBVCSZ	0.011933002
Technology	IM2CSZ	0.011933002
Technology	SU9CSZ	0.011933002
Technology	VA0CSZ	0.011933002
Technology	CTYCSZ	0.011933002
Technology	VA9CSZ	0.011933002
Technology	CR9CSZ	0.011933002
Tennant	TENANT	0.074174022
Tennant	TENCEN	0.074174022
Tennant	TENCNV	0.074174022
Tennant	TENCSZ	0.074174022
Tennant	TENSTM	0.074174022
Tennant	TNNSEC	0.074174022
Tennant	X2TENN	0.074174022
Tennant	XTENAT	0.074174022
Tennant	TE1SEC	0.074174022
Tennant	TC3SEC	0.074174022
Tennant	TY4SEC	0.074174022
Tennant	TY5SEC	0.074174022
Tennant	T54CSZ	0.074174022
Teradata	TRDATA	0.008498521
Teradata	TRDTFD	0.008498521
Teradata	TRDATB	0.008498521
Teradata	TRDATP	0.008498521
Test & Measure	AG1SEC	0.023821155
Test & Measure	AG2SEC	0.023821155
Test & Measure	AG3SEC	0.023821155
Test & Measure	AGILNT	0.023821155
Test & Measure	AGLCAS	0.023821155
Test & Measure	AGLCSY	0.023821155
Test & Measure	AGLDIR	0.023821155
Test & Measure	AGLDSY	0.023821155
Test & Measure	AGLIBS	0.023821155
Test & Measure	AGLISY	0.023821155
Test & Measure	AGLPHS	0.023821155
Test & Measure	AGLPSY	0.023821155
Test & Measure	AGTCSZ	0.023821155
Test & Measure	EESOF	0.023821155
Test & Measure	EESSEC	0.023821155
Test & Measure	EMGESY	0.023821155
Test & Measure	EP1SEC	0.023821155
Test & Measure	EP2SEC	0.023821155
Test & Measure	EP3SEC	0.023821155
Test & Measure	EPSDEF	0.023821155
Test & Measure	EPSDIR	0.023821155
Test & Measure	EPSEMT	0.023821155
Test & Measure	EPSIM	0.023821155
Test & Measure	EPSMAJ	0.023821155
Test & Measure	EPSMOL	0.023821155
Test & Measure	EPSSYN	0.023821155
Test & Measure	GT1SEC	0.023821155
Test & Measure	GT2SEC	0.023821155
Test & Measure	GTOEST	0.023821155
Test & Measure	GTOESY	0.023821155
Test & Measure	GTOWST	0.023821155
Test & Measure	GTOWSY	0.023821155
Test & Measure	SYNEMG	0.023821155
Test & Measure	AGASEC	0.023821155
Test & Measure	EE1SEC	0.023821155
Test & Measure	GTASEC	0.023821155
Test & Measure	AC2SEC	0.023821155
Test & Measure	AC3SEC	0.023821155
Test & Measure	AC5SEC	0.023821155
Test & Measure	ACCSEC	0.023821155
Test & Measure	EC5SEC	0.023821155
Test & Measure	ECASEC	0.023821155
Test & Measure	GC5SEC	0.023821155
Test & Measure	GC6SEC	0.023821155
Test & Measure	AY3SEC	0.023821155
Test & Measure	AY4SEC	0.023821155
Test & Measure	AY5SEC	0.023821155
Test & Measure	EY7SEC	0.023821155
Test & Measure	GY4SEC	0.023821155
Test & Measure	GY5SEC	0.023821155
Test & Measure	GEBSEC	0.022071367
Test & Measure	GERBER	0.022071367
Test & Measure	GERCSZ	0.022071367
Test & Measure	GEROSY	0.022071367
Test & Measure	GG4SEC	0.022071367
Test & Measure	GRBDIR	0.022071367
Test & Measure	OPCSEC	0.022071367
Test & Measure	OPTCAL	0.022071367
Test & Measure	OPTCSZ	0.022071367
Test & Measure	SC4SEC	0.022071367
Test & Measure	SCICSZ	0.022071367
Test & Measure	SCIPRD	0.022071367
Test & Measure	SCPSEC	0.022071367
Test & Measure	X2SCIP	0.022071367
Test & Measure	XSCIPR	0.022071367
Test & Measure	S59CSZ	0.022071367
Test & Measure	GC1SEC	0.022071367
Test & Measure	GC4SEC	0.022071367
Test & Measure	OC1SEC	0.022071367
Test & Measure	SC3SEC	0.022071367
Test & Measure	GY2SEC	0.022071367
Test & Measure	GY3SEC	0.022071367
Test & Measure	OY3SEC	0.022071367
Test & Measure	SY3SEC	0.022071367
Test & Measure	CSTM	0.023821155
Test & Measure	SC7SEC	0.022071367
Test & Measure	MACITR	0.022071367
Test & Measure	PACITR	0.022071367
Toshiba	GM4SEC	0.006363836
Toshiba	HA4SEC	0.006363836
Toshiba	HG4SEC	0.006363836
Toshiba	HT4SEC	0.006363836
Toshiba	OS4SEC	0.006363836
Toshiba	SG8SEC	0.006363836
Toshiba	T27SEC	0.006363836
Toshiba	T28SEC	0.006363836
Toshiba	T4BSEC	0.006363836
Toshiba	T4FSEC	0.006363836
Toshiba	T4HSEC	0.006363836
Toshiba	T4SEC	0.006363836
Toshiba	T4SSEC	0.006363836
Toshiba	T5HSEC	0.006363836
Toshiba	T5ISEC	0.006363836
Toshiba	T5JSEC	0.006363836
Toshiba	T5KSEC	0.006363836
Toshiba	T5MSEC	0.006363836
Toshiba	T5SSEC	0.006363836
Toshiba	T5VSEC	0.006363836
Toshiba	T6HSEC	0.006363836
Toshiba	T6NSEC	0.006363836
Toshiba	T6SSEC	0.006363836
Toshiba	TA2SEC	0.006363836
Toshiba	TB2SEC	0.006363836
Toshiba	TB4SEC	0.006363836
Toshiba	TBASEC	0.006363836
Toshiba	TBGSEC	0.006363836
Toshiba	TBHSEC	0.006363836
Toshiba	TBSEC	0.006363836
Toshiba	TDISEC	0.006363836
Toshiba	TE8SEC	0.006363836
Toshiba	TF4SEC	0.006363836
Toshiba	TFLSEC	0.006363836
Toshiba	TG4SEC	0.006363836
Toshiba	TG7SEC	0.006363836
Toshiba	TG8SEC	0.006363836
Toshiba	TGESEC	0.006363836
Toshiba	TGLSEC	0.006363836
Toshiba	TGMSEC	0.006363836
Toshiba	TGSEC	0.006363836
Toshiba	TH2SEC	0.006363836
Toshiba	TH3SEC	0.006363836
Toshiba	TH3SEC	0.006363836
Toshiba	TH4SEC	0.006363836
Toshiba	TH8SEC	0.006363836
Toshiba	THDSEC	0.006363836
Toshiba	THESEC	0.006363836
Toshiba	THFSEC	0.006363836
Toshiba	THGSEC	0.006363836
Toshiba	THISEC	0.006363836
Toshiba	THMSEC	0.006363836
Toshiba	THSEC	0.006363836
Toshiba	THSSEC	0.006363836
Toshiba	THTSEC	0.006363836
Toshiba	TI4SEC	0.006363836
Toshiba	TI8SEC	0.006363836
Toshiba	TIBSEC	0.006363836
Toshiba	TL4SEC	0.006363836
Toshiba	TL8SEC	0.006363836
Toshiba	TM2SEC	0.006363836
Toshiba	TO1CSZ	0.006363836
Toshiba	TOBSEC	0.006363836
Toshiba	TOGSEC	0.006363836
Toshiba	TOHSEC	0.006363836
Toshiba	TOMSEC	0.006363836
Toshiba	TOSCSZ	0.006363836
Toshiba	TOSSEC	0.006363836
Toshiba	TPLSEC	0.006363836
Toshiba	TS1CSZ	0.006363836
Toshiba	TS2CSZ	0.006363836
Toshiba	TS2SEC	0.006363836
Toshiba	TS3CSZ	0.006363836
Toshiba	TS3SEC	0.006363836
Toshiba	TS4CSZ	0.006363836
Toshiba	TS4SEC	0.006363836
Toshiba	TS5CSZ	0.006363836
Toshiba	TS6CSZ	0.006363836
Toshiba	TS7SEC	0.006363836
Toshiba	TS8SEC	0.006363836
Toshiba	TSBSEC	0.006363836
Toshiba	TSGSEC	0.006363836
Toshiba	TSHB9	0.006363836
Toshiba	TSHCSZ	0.006363836
Toshiba	TSHDIR	0.006363836
Toshiba	TSHEXP	0.006363836
Toshiba	TSHGE	0.006363836
Toshiba	TSHGEM	0.006363836
Toshiba	TSHIB2	0.006363836
Toshiba	TSHIB9	0.006363836
Toshiba	TSHIBA	0.006363836
Toshiba	TSHNON	0.006363836
Toshiba	TSHPCF	0.006363836
Toshiba	TSHPCT	0.006363836
Toshiba	TSHSCR	0.006363836
Toshiba	TSHSEC	0.006363836
Toshiba	TSHSMB	0.006363836
Toshiba	TSHSTR	0.006363836
Toshiba	TSHSY1	0.006363836
Toshiba	TSMSEC	0.006363836
Toshiba	TSSEC	0.006363836
Toshiba	TSTSEC	0.006363836
Toshiba	TT4SEC	0.006363836
Toshiba	TTLSEC	0.006363836
Toshiba	TU4SEC	0.006363836
Toshiba	UGESEC	0.006363836
Toshiba	US2SEC	0.006363836
Toshiba	USHSEC	0.006363836
Toshiba	USTGEM	0.006363836
Toshiba	USTSEC	0.006363836
Toshiba	USTSGE	0.006363836
Toshiba	USTSH2	0.006363836
Toshiba	UTSSEC	0.006363836
Toshiba	XTOSBA	0.006363836
Toshiba	XTOSHC	0.006363836
Toshiba	O52CSZ	0.006363836
Toshiba	T52CSZ	0.006363836
Toshiba	A73CSZ	0.006363836
Toshiba	T53CSZ	0.006363836
Toshiba	A74CSZ	0.006363836
Toshiba	T56CSZ	0.006363836
Toshiba	A78CSZ	0.006363836
Toshiba	A81CSZ	0.006363836
Toshiba	A83CSZ	0.006363836
Toshiba	T63CSZ	0.006363836
Toshiba	T64CSZ	0.006363836
Toshiba	T65CSZ	0.006363836
Toshiba	T67CSZ	0.006363836
Toshiba	T70CSZ	0.006363836
Toshiba	T71CSZ	0.006363836
Toshiba	T72CSZ	0.006363836
Toshiba	T86CSZ	0.006363836
Toshiba	T87CSZ	0.006363836
Toshiba	T90CSZ	0.006363836
Toshiba	TOGSEC	0.006363836
Toshiba	TS0SEC	0.006363836
Trad / Ricoh	A06CSZ	0.009187469
Trad / Ricoh	A55CSZ	0.009187469
Trad / Ricoh	A6BCSZ	0.009187469
Trad / Ricoh	A6BSEC	0.009187469
Trad / Ricoh	A6CSEC	0.009187469
Trad / Ricoh	A7BCSZ	0.009187469
Trad / Ricoh	ABDCK9	0.009187469
Trad / Ricoh	ABDICK	0.009187469
Trad / Ricoh	ABOICV	0.009187469
Trad / Ricoh	AEL2	0.009187469
Trad / Ricoh	AM1CSZ	0.009187469
Trad / Ricoh	AM2CSZ	0.009187469
Trad / Ricoh	AMECSZ	0.009187469
Trad / Ricoh	AMEXCV	0.009187469
Trad / Ricoh	AMX2CV	0.009187469
Trad / Ricoh	AMX3CV	0.009187469
Trad / Ricoh	AMX4CV	0.009187469
Trad / Ricoh	AMXCSZ	0.009187469
Trad / Ricoh	ASSTMG	0.009187469
Trad / Ricoh	AUTDDF	0.009187469
Trad / Ricoh	AUTDIT	0.009187469
Trad / Ricoh	AUTDLP	0.009187469
Trad / Ricoh	AUTDOI	0.009187469
Trad / Ricoh	AX2SEC	0.009187469
Trad / Ricoh	AX3SEC	0.009187469
Trad / Ricoh	AX4SEC	0.009187469
Trad / Ricoh	CENTEL	0.009187469
Trad / Ricoh	CENTL9	0.009187469
Trad / Ricoh	DEALCR	0.009187469
Trad / Ricoh	DUPLPA	0.009187469
Trad / Ricoh	DUPLPB	0.009187469
Trad / Ricoh	ERSKIN	0.009187469
Trad / Ricoh	HITACH	0.009187469
Trad / Ricoh	HITCSZ	0.009187469
Trad / Ricoh	HITSEC	0.009187469
Trad / Ricoh	HTCSEC	0.009187469
Trad / Ricoh	INACT	0.009187469
Trad / Ricoh	INTCNI	0.009187469
Trad / Ricoh	L5NSEC	0.009187469
Trad / Ricoh	LA1SYN	0.009187469
Trad / Ricoh	LA2SYN	0.009187469
Trad / Ricoh	LA4SEC	0.009187469
Trad / Ricoh	LANCSZ	0.009187469
Trad / Ricoh	LANOLD	0.009187469
Trad / Ricoh	LN4SEC	0.009187469
Trad / Ricoh	LNDSEC	0.009187469
Trad / Ricoh	LNLSEC	0.009187469
Trad / Ricoh	LNSEC	0.009187469
Trad / Ricoh	LWCS	0.009187469
Trad / Ricoh	MIREX	0.009187469
Trad / Ricoh	MX4SEC	0.009187469
Trad / Ricoh	NECNI	0.009187469
Trad / Ricoh	NECRTL	0.009187469
Trad / Ricoh	OI	0.009187469
Trad / Ricoh	OINIRG	0.009187469
Trad / Ricoh	OPBAGT	0.009187469
Trad / Ricoh	OPBSEC	0.009187469
Trad / Ricoh	PA2CSZ	0.009187469
Trad / Ricoh	PA3CSZ	0.009187469
Trad / Ricoh	PA4CSZ	0.009187469
Trad / Ricoh	PAN2CH	0.009187469
Trad / Ricoh	PANCHC	0.009187469
Trad / Ricoh	PANCHI	0.009187469
Trad / Ricoh	PANCRD	0.009187469
Trad / Ricoh	PANCSZ	0.009187469
Trad / Ricoh	PANDIR	0.009187469
Trad / Ricoh	PANFAX	0.009187469
Trad / Ricoh	PANIND	0.009187469
Trad / Ricoh	PANNA2	0.009187469
Trad / Ricoh	PANNAP	0.009187469
Trad / Ricoh	PANSEC	0.009187469
Trad / Ricoh	PANWC	0.009187469
Trad / Ricoh	PC2SEC	0.009187469
Trad / Ricoh	PCHSEC	0.009187469
Trad / Ricoh	PCISEC	0.009187469
Trad / Ricoh	PD2SEC	0.009187469
Trad / Ricoh	PDIRCH	0.009187469
Trad / Ricoh	PDRSEC	0.009187469
Trad / Ricoh	PFAXCH	0.009187469
Trad / Ricoh	PFUNDC	0.009187469
Trad / Ricoh	PH2SEC	0.009187469
Trad / Ricoh	PI4SEC	0.009187469
Trad / Ricoh	PN2SEC	0.009187469
Trad / Ricoh	PN6SEC	0.009187469
Trad / Ricoh	PNAPCH	0.009187469
Trad / Ricoh	PNCSEC	0.009187469
Trad / Ricoh	PNISEC	0.009187469
Trad / Ricoh	PNNSEC	0.009187469
Trad / Ricoh	PNPSEC	0.009187469
Trad / Ricoh	POLID9	0.009187469
Trad / Ricoh	POLOID	0.009187469
Trad / Ricoh	PP2SEC	0.009187469
Trad / Ricoh	PRDSEC	0.009187469
Trad / Ricoh	PRINTX	0.009187469
Trad / Ricoh	PRXSEC	0.009187469
Trad / Ricoh	RMOBNI	0.009187469
Trad / Ricoh	ROINI	0.009187469
Trad / Ricoh	S1297A	0.009187469
Trad / Ricoh	S53B	0.009187469
Trad / Ricoh	SCAI	0.009187469
Trad / Ricoh	SFBS	0.009187469
Trad / Ricoh	SUSB	0.009187469
Trad / Ricoh	TS6SEC	0.009187469
Trad / Ricoh	USPCRD	0.009187469
Trad / Ricoh	USPDIR	0.009187469
Trad / Ricoh	USPIND	0.009187469
Trad / Ricoh	USPNAP	0.009187469
Trad / Ricoh	USPSEC	0.009187469
Trad / Ricoh	WC4SEC	0.009187469
Trad / Ricoh	X5GSEC	0.009187469
Trad / Ricoh	X5MSEC	0.009187469
Trad / Ricoh	X5NSEC	0.009187469
Trad / Ricoh	X5XSEC	0.009187469
Trad / Ricoh	X6PSEC	0.009187469
Trad / Ricoh	X6XSEC	0.009187469
Trad / Ricoh	XA4SEC	0.009187469
Trad / Ricoh	XD2SEC	0.009187469
Trad / Ricoh	XEREG	0.009187469
Trad / Ricoh	XERMON	0.009187469
Trad / Ricoh	XERPGM	0.009187469
Trad / Ricoh	XERXCS	0.009187469
Trad / Ricoh	XESEC	0.009187469
Trad / Ricoh	XG4SEC	0.009187469
Trad / Ricoh	XGNSEC	0.009187469
Trad / Ricoh	XGTSEC	0.009187469
Trad / Ricoh	XM4SEC	0.009187469
Trad / Ricoh	XMNSEC	0.009187469
Trad / Ricoh	XN4SEC	0.009187469
Trad / Ricoh	XNGCSZ	0.009187469
Trad / Ricoh	XNGDIR	0.009187469
Trad / Ricoh	XNGSEC	0.009187469
Trad / Ricoh	XP4SEC	0.009187469
Trad / Ricoh	XPANSO	0.009187469
Trad / Ricoh	XPNSEC	0.009187469
Trad / Ricoh	XPRSEC	0.009187469
Trad / Ricoh	XR1CSZ	0.009187469
Trad / Ricoh	XR2CSZ	0.009187469
Trad / Ricoh	XR2SEC	0.009187469
Trad / Ricoh	XR3CSZ	0.009187469
Trad / Ricoh	XR4CSZ	0.009187469
Trad / Ricoh	XR5CSZ	0.009187469
Trad / Ricoh	XRASEC	0.009187469
Trad / Ricoh	XRDSEC	0.009187469
Trad / Ricoh	XROSEC	0.009187469
Trad / Ricoh	XRSSEC	0.009187469
Trad / Ricoh	XRXAGT	0.009187469
Trad / Ricoh	XRXCPP	0.009187469
Trad / Ricoh	XRXCSZ	0.009187469
Trad / Ricoh	XRXDIR	0.009187469
Trad / Ricoh	XRXENG	0.009187469
Trad / Ricoh	XRXOMN	0.009187469
Trad / Ricoh	XRXPRI	0.009187469
Trad / Ricoh	XRXSTD	0.009187469
Trad / Ricoh	H54CSZ	0.009187469
Trad / Ricoh	HTCCSZ	0.009187469
Trad / Ricoh	L50CSZ	0.009187469
Trad / Ricoh	A38CSZ	0.009187469
Trad / Ricoh	P55CSZ	0.009187469
Trad / Ricoh	P56CSZ	0.009187469
Trad / Ricoh	P57CSZ	0.009187469
Trad / Ricoh	P58CSZ	0.009187469
Trad / Ricoh	P59CSZ	0.009187469
Trad / Ricoh	P60CSZ	0.009187469
Trad / Ricoh	X51CSZ	0.009187469
Trad / Ricoh	A88CSZ	0.009187469
Trad / Ricoh	X52CSZ	0.009187469
Trad / Ricoh	A89CSZ	0.009187469
Trad / Ricoh	X53CSZ	0.009187469
Trad / Ricoh	A90CSZ	0.009187469
Trad / Ricoh	A91CSZ	0.009187469
Trad / Ricoh	X54CSZ	0.009187469
Trad / Ricoh	A92CSZ	0.009187469
Trad / Ricoh	X55CSZ	0.009187469
Trad / Ricoh	A93CSZ	0.009187469
Trad / Ricoh	X58CSZ	0.009187469
Trad / Ricoh	X59CSZ	0.009187469
Trad / Ricoh	AA5CSZ	0.009187469
Trad / Ricoh	LA3SYN	0.009187469
Trad / Ricoh	CANCSZ	0.009187469
Trad / Ricoh	C5ASEC	0.009187469
Trad / Ricoh	C5NSEC	0.009187469
Trad / Ricoh	C6CSEC	0.009187469
Trad / Ricoh	C6HSEC	0.009187469
Trad / Ricoh	C6VSEC	0.009187469
Trad / Ricoh	CA7SEC	0.009187469
Trad / Ricoh	CANCHI	0.009187469
Trad / Ricoh	CANCV	0.009187469
Trad / Ricoh	CC4SEC	0.009187469
Trad / Ricoh	CCHSEC	0.009187469
Trad / Ricoh	CI4SEC	0.009187469
Trad / Ricoh	CN4SEC	0.009187469
Trad / Ricoh	CNCSEC	0.009187469
Trad / Ricoh	CNPTCV	0.009187469
Trad / Ricoh	CQ8SEC	0.009187469
Trad / Ricoh	CX8SEC	0.009187469
Trad / Ricoh	A11CSZ	0.009187469
Trad / Ricoh	A15CSZ	0.009187469
Trad / Ricoh	C50CSZ	0.009187469
Trad / Ricoh	C87CSZ	0.009187469
Trad / Ricoh	A02CSZ	0.009187469
Trad / Ricoh	A07CSZ	0.009187469
Trad / Ricoh	A52CSZ	0.009187469
Trad / Ricoh	A5CSEC	0.009187469
Trad / Ricoh	A6SSEC	0.009187469
Trad / Ricoh	AA2SEC	0.009187469
Trad / Ricoh	AB8SEC	0.009187469
Trad / Ricoh	AC7SEC	0.009187469
Trad / Ricoh	AC8SEC	0.009187469
Trad / Ricoh	ACMSEC	0.009187469
Trad / Ricoh	AM2SEC	0.009187469
Trad / Ricoh	AS4SEC	0.009187469
Trad / Ricoh	ASCCSZ	0.009187469
Trad / Ricoh	ASCDLR	0.009187469
Trad / Ricoh	ASCMCV	0.009187469
Trad / Ricoh	ASCOM	0.009187469
Trad / Ricoh	ASCSEC	0.009187469
Trad / Ricoh	ASCSYN	0.009187469
Trad / Ricoh	NEOPST	0.009187469
Trad / Ricoh	NEOSYN	0.009187469
Trad / Ricoh	A02CSZ	0.009187469
Trad / Ricoh	I5BSEC	0.009187469
Trad / Ricoh	IMGBCH	0.009187469
Trad / Ricoh	A25CSZ	0.009187469
Trad / Ricoh	I50CSZ	0.009187469
Trad / Ricoh	I51CSZ	0.009187469
Trad / Ricoh	I5BCSZ	0.009187469
Trad / Ricoh	DL4SEC	0.009187469
Trad / Ricoh	S38SEC	0.009187469
Trad / Ricoh	S58SEC	0.009187469
Trad / Ricoh	SA1CSZ	0.009187469
Trad / Ricoh	SADSEC	0.009187469
Trad / Ricoh	SAMSEC	0.009187469
Trad / Ricoh	SAVCSZ	0.009187469
Trad / Ricoh	SAVINC	0.009187469
Trad / Ricoh	SAVN	0.009187469
Trad / Ricoh	SAVN9	0.009187469
Trad / Ricoh	SAVSEC	0.009187469
Trad / Ricoh	SDSEC	0.009187469
Trad / Ricoh	SM4SEC	0.009187469
Trad / Ricoh	SM8SEC	0.009187469
Trad / Ricoh	SN8SEC	0.009187469
Trad / Ricoh	SNMSEC	0.009187469
Trad / Ricoh	SV4SEC	0.009187469
Trad / Ricoh	SVCSEC	0.009187469
Trad / Ricoh	SVDSEC	0.009187469
Trad / Ricoh	SVISEC	0.009187469
Trad / Ricoh	SVMSEC	0.009187469
Trad / Ricoh	SVNSEC	0.009187469
Trad / Ricoh	SVRSEC	0.009187469
Trad / Ricoh	XSAVIN	0.009187469
Trad / Ricoh	LNRDLR	0.009187469
Trad / Ricoh	LNRSEC	0.009187469
Trad / Ricoh	RICDLR	0.009187469
Trad / Ricoh	RICFED	0.009187469
Trad / Ricoh	RICNAP	0.009187469
Trad / Ricoh	RICOHM	0.009187469
Trad / Ricoh	RICSEC	0.009187469
Trad / Ricoh	S5NSEC	0.009187469
Trad / Ricoh	S5VSEC	0.009187469
Trad / Ricoh	SAVDLR	0.009187469
Trad / Ricoh	SAVFED	0.009187469
Trad / Ricoh	SAVINM	0.009187469
Trad / Ricoh	SM7SEC	0.009187469
Trad / Ricoh	SV7SEC	0.009187469
Trad / Ricoh	L52CSZ	0.009187469
Trad / Ricoh	LNRCSZ	0.009187469
Trad / Ricoh	R58CSZ	0.009187469
Trad / Ricoh	RICCSZ	0.009187469
Trad / Ricoh	S56CSZ	0.009187469
Trad / Ricoh	A65CSZ	0.009187469
Trad / Ricoh	S58CSZ	0.009187469
Trad / Ricoh	A67CSZ	0.009187469
Trad / Ricoh	ADVRF	0.009187469
Trad / Ricoh	ADVRF9	0.009187469
Trad / Ricoh	AEGON	0.009187469
Trad / Ricoh	AMEXP	0.009187469
Trad / Ricoh	ARCSEC	0.009187469
Trad / Ricoh	BRKER	0.009187469
Trad / Ricoh	BRKSEC	0.009187469
Trad / Ricoh	CMSCNI	0.009187469
Trad / Ricoh	CRNIRG	0.009187469
Trad / Ricoh	CRNIRG	0.009187469
Trad / Ricoh	CTCLNI	0.009187469
Trad / Ricoh	DEALB	0.009187469
Trad / Ricoh	DEALC	0.009187469
Trad / Ricoh	DEALM	0.009187469
Trad / Ricoh	DEASEC	0.009187469
Trad / Ricoh	DEBSEC	0.009187469
Trad / Ricoh	DELTA	0.009187469
Trad / Ricoh	DLASEC	0.009187469
Trad / Ricoh	DLBSEC	0.009187469
Trad / Ricoh	DLCSEC	0.009187469
Trad / Ricoh	ESKYNI	0.009187469
Trad / Ricoh	ETPSEC	0.009187469
Trad / Ricoh	ETXSEC	0.009187469
Trad / Ricoh	EXESEC	0.009187469
Trad / Ricoh	IFS9	0.009187469
Trad / Ricoh	IFSEST	0.009187469
Trad / Ricoh	INASEC	0.009187469
Trad / Ricoh	KO6SEC	0.009187469
Trad / Ricoh	KONDLR	0.009187469
Trad / Ricoh	LEASAM	0.009187469
Trad / Ricoh	LEASAM	0.009187469
Trad / Ricoh	LIQUID	0.009187469
Trad / Ricoh	LIQUID	0.009187469
Trad / Ricoh	MANFM	0.009187469
Trad / Ricoh	MANFM	0.009187469
Trad / Ricoh	MEGA	0.009187469
Trad / Ricoh	MEGSEC	0.009187469
Trad / Ricoh	MEGTAC	0.009187469
Trad / Ricoh	MGASEC	0.009187469
Trad / Ricoh	MGGSEC	0.009187469
Trad / Ricoh	MGSEC	0.009187469
Trad / Ricoh	MGTSEC	0.009187469
Trad / Ricoh	MOBRG	0.009187469
Trad / Ricoh	MOBRNI	0.009187469
Trad / Ricoh	MOBRNI	0.009187469
Trad / Ricoh	NONSTR	0.009187469
Trad / Ricoh	NONSTR	0.009187469
Trad / Ricoh	NTDSEC	0.009187469
Trad / Ricoh	OEGSEC	0.009187469
Trad / Ricoh	OEGTAC	0.009187469
Trad / Ricoh	OFFSEC	0.009187469
Trad / Ricoh	PRFLEA	0.009187469
Trad / Ricoh	PRLEA9	0.009187469
Trad / Ricoh	RCRNI	0.009187469
Trad / Ricoh	RCRNI2	0.009187469
Trad / Ricoh	RCRNI9	0.009187469
Trad / Ricoh	RD4SEC	0.009187469
Trad / Ricoh	RETAIL	0.009187469
Trad / Ricoh	RETAIL	0.009187469
Trad / Ricoh	S5KSEC	0.009187469
Trad / Ricoh	S6PSEC	0.009187469
Trad / Ricoh	S6RSEC	0.009187469
Trad / Ricoh	SA4SEC	0.009187469
